Date,Open,High,Low,Close,Volume
2020-11-19,17791.08,18192.69,17352.05,17821.41,11704.827274
2020-11-20,17821.41,18848.33,17759.09,18670.93,12822.596979
2020-11-21,18670.84,18983.17,18340.0,18717.9,11451.125148
2020-11-22,18719.01,18768.5,17628.44,18435.63,13558.920865
2020-11-23,18435.63,18775.0,18010.2,18385.0,12401.642436
2020-11-24,18384.71,19436.33,18017.72,19175.26,17097.531922
2020-11-25,19175.25,19499.0,18451.73,18724.73,13357.919288
2020-11-26,18724.38,18914.41,16194.47,17157.34,30186.56008
2020-11-27,17157.79,17464.5,16444.68,17146.41,14575.204039
2020-11-28,17146.83,17897.48,16872.79,17735.55,9448.876964
2020-11-29,17735.0,18360.0,17534.19,18195.48,7394.004407
2020-11-30,18195.49,19881.56,18195.49,19700.79,16511.384477
2020-12-01,19700.79,19892.85,18080.0,18776.69,20473.697346
2020-12-02,18776.5,19350.0,18334.0,19212.25,12466.04861
2020-12-03,19213.88,19615.93,18888.58,19440.0,10621.924634
2020-12-04,19438.96,19540.0,18560.73,18656.86,10801.355357
2020-12-05,18656.86,19196.1,18503.95,19158.17,6385.244051
2020-12-06,19158.18,19432.24,18868.43,19370.88,6153.041782
2020-12-07,19370.12,19433.11,18908.69,19174.1,6537.67034
2020-12-08,19174.1,19300.0,18188.58,18317.05,10604.386423
2020-12-09,18316.21,18645.5,17633.52,18547.52,15606.161893
2020-12-10,18547.52,18558.92,17899.55,18253.12,10391.677166
2020-12-11,18253.12,18293.1,17564.08,18032.84,13198.038455
2020-12-12,18032.84,18950.0,18021.65,18814.25,7059.862267
2020-12-13,18815.29,19417.61,18721.83,19167.62,9349.438111
2020-12-14,19168.63,19350.0,18996.75,19269.93,8488.862248
2020-12-15,19270.02,19564.0,19040.94,19430.07,10242.812573
2020-12-16,19430.07,21576.14,19285.71,21353.92,19266.584172
2020-12-17,21352.92,23806.78,21249.03,22821.54,32452.255106
2020-12-18,22817.49,23283.5,22355.66,23126.14,13253.801042
2020-12-19,23126.14,24175.17,22763.15,23851.58,14059.411488
2020-12-20,23851.15,24298.91,23099.32,23481.66,12621.630297
2020-12-21,23477.66,24122.9,21874.96,22728.0,14964.746162
2020-12-22,22728.01,23836.73,22364.81,23809.99,13866.141732
2020-12-23,23812.36,24089.0,22611.0,23220.09,15844.388178
2020-12-24,23220.25,23790.5,22704.01,23718.94,10632.113695
2020-12-25,23721.65,24790.01,23420.71,24699.77,11695.877429
2020-12-26,24700.73,26841.18,24485.29,26473.31,13307.014571
2020-12-27,26473.63,28395.62,25747.82,26254.23,20110.288605
2020-12-28,26254.23,27467.78,26072.21,27040.75,12108.911583
2020-12-29,27037.08,27383.35,25826.17,27356.29,13161.288078
2020-12-30,27356.38,29000.0,27313.91,28890.0,17802.837099
2020-12-31,28888.56,29315.42,27910.0,28969.01,17091.981683
2021-01-01,28961.73,29678.0,28686.69,29406.54,11050.689495
2021-01-02,29408.99,33333.33,29023.16,32215.48,25994.098945
2021-01-03,32203.42,34786.0,32000.0,33071.12,24687.257861
2021-01-04,33071.12,33651.2,28089.05,32015.4,28654.793274
2021-01-05,32016.21,34498.0,29907.84,34048.81,24612.321095
2021-01-06,34048.8,37002.2,33387.97,36851.55,25492.326064
2021-01-07,36844.23,40404.26,36350.0,39488.0,25543.253481
2021-01-08,39487.99,42000.18,36588.03,40610.16,31055.1669
2021-01-09,40603.72,41430.0,38764.34,40239.25,15159.818761
2021-01-10,40239.25,41460.0,35080.12,38162.04,22678.561742
2021-01-11,38160.0,38268.52,30330.55,35427.77,55192.805745
2021-01-12,35412.07,36650.0,32507.09,34029.14,29041.848731
2021-01-13,34028.38,37800.0,32350.0,37383.06,28162.234627
2021-01-14,37374.52,40110.0,36700.0,39113.72,23519.921702
2021-01-15,39113.71,39692.96,34353.19,36734.62,28136.815324
2021-01-16,36734.6,37950.0,35372.83,36003.52,19946.175854
2021-01-17,36003.52,36845.81,33840.0,35833.58,16364.179013
2021-01-18,35820.41,37455.23,34770.0,36632.24,15153.280937
2021-01-19,36634.06,37889.0,35866.84,35902.6,17543.277233
2021-01-20,35901.17,36415.05,33410.0,35489.56,23863.422479
2021-01-21,35489.56,35612.24,30048.06,30837.51,34634.266938
2021-01-22,30837.51,33860.0,28800.19,32980.82,30817.552692
2021-01-23,32980.82,33480.89,31422.01,32100.29,16540.822015
2021-01-24,32100.29,33102.0,30945.08,32290.8,15019.502281
2021-01-25,32290.81,34886.41,31917.12,32253.49,21644.82679
2021-01-26,32254.23,32933.79,30829.73,32495.0,22053.97
2021-01-27,32494.54,32572.86,29253.52,30410.09,26997.673451
2021-01-28,30411.89,33840.0,29900.0,33443.5,20477.253351
2021-01-29,33447.34,38650.0,31972.44,34261.2,52280.937759
2021-01-30,34261.2,34948.88,32848.16,34299.6,19192.800679
2021-01-31,34300.41,34376.61,32193.77,33111.96,14021.547874
2021-02-01,33127.48,34719.17,32323.23,33528.41,17029.55139
2021-02-02,33524.75,36023.87,33425.92,35511.95,16950.850402
2021-02-03,35507.2,37710.0,35404.84,37675.81,17848.196074
2021-02-04,37667.42,38770.9,36183.67,36977.41,21330.935019
2021-02-05,36977.4,38370.0,36602.56,38331.68,15116.496443
2021-02-06,38331.69,40999.0,38254.05,39258.22,20982.588921
2021-02-07,39256.59,39742.17,37356.76,38870.21,20141.067324
2021-02-08,38866.71,46833.31,38020.4,46426.88,30325.195725
2021-02-09,46425.25,48222.0,45000.0,46480.92,26910.411658
2021-02-10,46480.92,47376.73,43733.8,44846.51,19260.412692
2021-02-11,44844.14,48714.07,44014.3,48003.02,19294.650341
2021-02-12,48004.02,49000.0,46243.5,47393.0,16911.260489
2021-02-13,47390.98,48202.0,46251.0,47205.88,12603.942408
2021-02-14,47205.87,49737.39,47081.81,48631.27,13151.685714
2021-02-15,48632.49,49048.38,45766.79,47915.01,17832.367688
2021-02-16,47915.0,50689.37,47050.0,49145.04,19111.15623
2021-02-17,49144.24,52648.89,48947.8,52139.34,16618.026044
2021-02-18,52132.44,52543.5,50874.79,51555.69,14236.401357
2021-02-19,51550.92,56386.8,50733.0,55922.05,17164.695659
2021-02-20,55916.46,57600.0,53946.06,55885.1,17954.104527
2021-02-21,55885.1,58362.91,55516.17,57465.09,12896.587587
2021-02-22,57463.22,57547.57,47689.55,54107.06,31886.732513
2021-02-23,54105.03,54184.35,44900.0,48888.16,45041.151011
2021-02-24,48888.17,51388.88,47000.0,49695.47,20862.665218
2021-02-25,49694.62,52050.0,46690.0,47079.75,19683.294845
2021-02-26,47079.75,48444.0,44116.43,46302.75,26609.175548
2021-02-27,46302.75,48374.56,45017.05,46148.23,15037.50423
2021-02-28,46148.23,46667.18,43007.42,45226.61,20289.24517
2021-03-01,45217.4,49830.73,45040.89,49638.48,18396.163165
2021-03-02,49638.48,50251.37,47052.63,48487.26,15056.552993
2021-03-03,48478.31,52669.69,48139.76,50371.33,16997.485112
2021-03-04,50373.88,51796.4,47487.32,48365.49,18402.423954
2021-03-05,48353.42,49471.45,46297.15,48761.85,17349.369539
2021-03-06,48755.76,49199.0,47063.48,48897.46,9074.373038
2021-03-07,48898.13,51467.0,48898.13,50989.04,12504.969856
2021-03-08,50972.4,52408.17,49315.41,52394.72,15904.961292
2021-03-09,52394.49,54904.89,51840.0,54887.19,16591.537867
2021-03-10,54886.56,57408.48,53002.75,55855.5,20278.836778
2021-03-11,55855.5,58171.16,54268.85,57797.82,17260.568725
2021-03-12,57798.69,58090.0,55010.0,57219.44,17235.231838
2021-03-13,57219.0,61810.71,56079.88,61168.93,16960.42285
2021-03-14,61170.96,61680.0,59001.0,59001.01,11712.720984
2021-03-15,59001.01,60615.74,54614.52,55615.12,23675.549231
2021-03-16,55619.49,56934.34,53261.07,56915.32,19650.476746
2021-03-17,56910.24,58990.0,54134.0,58928.67,18386.571553
2021-03-18,58928.66,60134.21,57001.55,57633.58,17724.168503
2021-03-19,57633.58,59470.47,56263.89,58041.31,13619.424094
2021-03-20,58041.3,59896.85,57832.84,58108.52,11146.951572
2021-03-21,58108.51,58603.0,55397.76,57387.45,11036.48998
2021-03-22,57377.48,58425.87,53692.13,54099.99,15959.557079
2021-03-23,54099.99,55838.66,53000.0,54351.96,16161.699914
2021-03-24,54346.08,57200.0,51689.0,52286.31,20735.28975
2021-03-25,52286.31,53249.16,50403.28,51312.16,21827.426724
2021-03-26,51312.16,55098.86,51249.18,55055.38,14412.703151
2021-03-27,55055.37,56654.12,53966.17,55821.67,11970.966939
2021-03-28,55821.67,56537.42,54700.0,55764.78,9638.708069
2021-03-29,55764.78,58392.09,54900.0,57620.16,15516.273733
2021-03-30,57623.05,59371.41,57028.35,58769.99,11765.077269
2021-03-31,58769.99,59810.44,56888.0,58772.47,15484.229932
2021-04-01,58769.05,59483.98,57930.0,58706.48,11861.864855
2021-04-02,58701.22,60134.96,58443.9,58966.02,10794.665062
2021-04-03,58966.01,59779.2,56862.88,57060.02,10999.872988
2021-04-04,57062.87,58492.91,56440.11,58203.64,7725.859553
2021-04-05,58203.65,59266.51,56799.0,59128.9,10839.046882
2021-04-06,59128.89,59499.0,57400.0,57982.78,10848.928563
2021-04-07,57982.78,58633.52,55417.39,55935.39,16752.903433
2021-04-08,55934.61,58151.08,55671.51,58075.58,10204.845349
2021-04-09,58075.58,58920.37,57628.56,58105.83,9144.261725
2021-04-10,58105.83,61278.22,57870.0,59748.95,13538.453981
2021-04-11,59748.94,60664.95,59130.87,59963.16,8182.893617
2021-04-12,59963.89,61375.83,59364.24,59834.64,11803.247385
2021-04-13,59834.64,63767.29,59770.55,63584.15,17274.569637
2021-04-14,63584.15,64918.96,61275.54,62961.88,17844.820999
2021-04-15,62961.88,63834.01,62036.21,63211.91,11944.035895
2021-04-16,63211.93,63577.78,60051.01,61414.25,18261.440732
2021-04-17,61414.25,62568.78,59659.03,60054.13,11193.249527
2021-04-18,60054.13,60416.36,51680.0,56252.24,25601.505032
2021-04-19,56249.73,57598.46,54277.77,55668.99,16617.612101
2021-04-20,55668.98,57093.0,53400.0,56475.34,18330.713397
2021-04-21,56472.52,56800.42,53651.22,53813.61,16616.973914
2021-04-22,53809.38,55464.27,50500.0,51701.01,27750.267885
2021-04-23,51701.0,52131.93,47500.0,51154.49,26733.486738
2021-04-24,51156.01,51205.87,48714.57,50088.3,12374.175124
2021-04-25,50095.9,50600.0,47011.0,49115.04,13015.568804
2021-04-26,49115.05,54407.63,48811.16,54044.67,20386.819381
2021-04-27,54044.67,55508.93,53286.52,55069.96,11894.628396
2021-04-28,55065.48,56497.38,53888.0,54885.35,12836.169161
2021-04-29,54885.35,55230.0,52357.77,53582.7,14368.622031
2021-04-30,53582.69,57999.0,53070.0,57755.9,15187.98835
2021-05-01,57759.48,58526.06,57065.72,57846.76,9135.509731
2021-05-02,57853.41,57962.67,56071.42,56610.08,8839.982121
2021-05-03,56610.08,59017.41,56505.0,57212.47,12975.114339
2021-05-04,57212.46,57240.05,53100.0,53230.95,21592.331013
2021-05-05,53227.2,57994.0,52937.6,57515.37,17884.623731
2021-05-06,57515.37,58422.81,55300.0,56432.63,15976.450711
2021-05-07,56432.63,58733.43,55295.09,57368.78,15503.119995
2021-05-08,57368.77,59561.41,56970.0,58946.34,13942.18675
2021-05-09,58949.3,59301.48,56272.2,58305.56,13943.562962
2021-05-10,58305.56,59580.76,53500.0,55859.94,19970.479448
2021-05-11,55869.88,56938.77,54490.42,56745.27,14202.416987
2021-05-12,56751.29,58039.8,48650.0,49607.98,21494.859173
2021-05-13,49607.98,51428.2,46200.0,49677.77,34162.207053
2021-05-14,49677.85,51564.47,48879.27,49886.57,17190.2435
2021-05-15,49890.53,50706.88,46578.94,46790.33,18615.478098
2021-05-16,46787.21,49795.04,43864.78,46443.91,27272.043382
2021-05-17,46444.84,46645.99,42111.0,43557.0,36781.379095
2021-05-18,43557.0,45830.0,42266.49,42870.07,26558.725546
2021-05-19,42870.07,43598.0,30004.24,36736.94,79479.72648
2021-05-20,36736.94,42500.85,34953.21,40647.1,53005.043129
2021-05-21,40607.36,42277.77,33506.2,37330.71,56334.337966
2021-05-22,37326.36,38880.0,35251.81,37482.5,30719.241922
2021-05-23,37489.77,38300.27,31130.74,34725.6,50039.498065
2021-05-24,34731.64,39988.0,34421.59,38836.83,34201.16934
2021-05-25,38843.13,39842.0,36473.95,38363.61,24464.210466
2021-05-26,38363.61,40900.0,37843.0,39292.33,23360.631085
2021-05-27,39287.51,40443.41,37185.1,38560.0,17713.856457
2021-05-28,38561.41,38902.26,34700.0,35675.34,29927.177231
2021-05-29,35675.35,37345.31,33655.7,34625.5,25264.965156
2021-05-30,34626.64,36500.0,33407.32,35661.0,15366.057554
2021-05-31,35661.01,37500.0,34183.9,37266.51,20691.320977
2021-06-01,37266.5,37918.54,35683.88,36685.87,19265.087438
2021-06-02,36685.87,38235.22,35909.54,37568.67,14636.826789
2021-06-03,37568.66,39475.45,37168.01,39250.0,17391.70896
2021-06-04,39249.99,39285.96,35578.23,36853.91,19950.226646
2021-06-05,36848.29,37924.61,34823.78,35521.12,16838.298113
2021-06-06,35521.12,36475.78,35230.0,35807.49,10837.528416
2021-06-07,35810.93,36809.14,33313.77,33573.37,18293.178467
2021-06-08,33570.0,34085.63,31050.01,33396.46,31935.940128
2021-06-09,33403.31,37574.48,32418.21,37408.94,32116.489127
2021-06-10,37409.51,38470.0,35791.5,36686.82,28686.368977
2021-06-11,36693.32,37689.2,35959.48,37336.26,20638.05904
2021-06-12,37338.58,37461.66,34627.78,35538.27,20239.320288
2021-06-13,35549.07,39375.0,34800.0,39019.09,21152.166378
2021-06-14,39028.75,41090.0,38750.0,40530.52,28828.998826
2021-06-15,40530.51,41329.85,39503.21,40146.26,21768.649291
2021-06-16,40143.09,40515.03,38107.77,38341.9,22985.749581
2021-06-17,38337.47,39541.99,37369.33,38083.0,22582.740117
2021-06-18,38088.85,38200.0,35145.9,35834.92,23702.109348
2021-06-19,35834.92,36464.12,34821.14,35493.34,21728.413903
2021-06-20,35493.34,36123.15,33333.0,35596.6,25513.953814
2021-06-21,35597.01,35742.47,31255.89,31609.48,51850.87864
2021-06-22,31606.26,33300.0,28808.0,32521.77,52834.742847
2021-06-23,32524.73,34950.0,31714.0,33685.39,32460.030177
2021-06-24,33682.23,35290.01,32311.63,34657.39,21959.024224
2021-06-25,34655.93,35500.0,31277.01,31577.81,30057.840458
2021-06-26,31577.81,32723.01,30153.21,32287.41,28775.940097
2021-06-27,32282.64,34750.0,31992.74,34702.69,25012.989079
2021-06-28,34707.81,35310.33,33860.04,34496.95,22295.869196
2021-06-29,34496.95,36630.44,34231.72,35913.8,23478.876501
2021-06-30,35913.8,36109.98,34050.0,35054.97,22113.210803
2021-07-01,35045.36,35068.36,32723.75,33510.01,21759.596142
2021-07-02,33510.0,33987.52,32697.06,33785.72,16804.549908
2021-07-03,33788.26,34950.0,33322.78,34677.72,12466.909459
2021-07-04,34676.2,35970.0,34371.23,35289.84,11770.593582
2021-07-05,35292.72,35296.25,33140.0,33703.89,18477.164767
2021-07-06,33703.89,35116.52,33531.27,34217.74,18669.871986
2021-07-07,34217.74,35066.66,33780.4,33866.64,16221.485781
2021-07-08,33863.86,33936.83,32104.22,32868.92,20754.462088
2021-07-09,32872.07,34100.0,32272.17,33816.26,12803.631937
2021-07-10,33816.26,34258.39,33025.01,33500.22,11966.546163
2021-07-11,33500.22,34613.21,33310.22,34259.99,9968.938
2021-07-12,34260.0,34671.94,32660.21,33091.54,13935.478189
2021-07-13,33086.72,33339.72,32200.74,32729.46,11023.435081
2021-07-14,32729.46,33114.23,31586.52,32824.43,12731.588948
2021-07-15,32823.1,33185.57,31135.08,31874.74,13494.339803
2021-07-16,31872.37,32257.3,31016.66,31388.05,12574.198489
2021-07-17,31386.48,31956.57,31170.19,31525.77,8632.632977
2021-07-18,31523.22,32438.67,31130.06,31779.8,9435.225386
2021-07-19,31781.55,31897.94,30411.77,30836.73,12677.524297
2021-07-20,30836.72,31062.0,29288.0,29792.75,15791.472035
2021-07-21,29796.21,32830.89,29496.05,32141.47,20544.169418
2021-07-22,32141.47,32592.52,31722.01,32287.73,11185.176669
2021-07-23,32287.73,33646.94,31984.75,33635.55,12318.442463
2021-07-24,33635.56,34507.67,33415.46,34272.4,11995.4315
2021-07-25,34274.13,35424.58,33867.06,35402.13,12023.633971
2021-07-26,35402.13,40556.0,35236.73,37251.63,41147.777233
2021-07-27,37249.77,39547.37,36398.14,39463.08,25026.462654
2021-07-28,39463.09,40926.84,38790.0,40028.37,29271.360473
2021-07-29,40027.99,40650.0,39241.66,40030.0,16621.034022
2021-07-30,40030.0,42325.75,38336.66,42234.99,19099.697758
2021-07-31,42235.0,42435.28,41050.0,41485.57,14034.969037
2021-08-01,41485.57,42607.35,39420.0,39865.66,16860.967124
2021-08-02,39865.66,40465.27,38683.0,39156.52,16616.972171
2021-08-03,39156.51,39785.0,37634.78,38202.09,15414.75855
2021-08-04,38202.09,39961.0,37500.01,39724.9,13846.906003
2021-08-05,39724.89,41370.0,37321.0,40879.99,23138.611553
2021-08-06,40880.0,43390.0,39810.0,42863.39,24604.81064
2021-08-07,42859.18,44732.9,42430.65,44603.26,21150.56013
2021-08-08,44605.27,45362.31,43271.06,43823.23,19175.017708
2021-08-09,43823.22,46492.0,42800.0,46264.6,19631.592252
2021-08-10,46264.6,46723.64,44644.0,45597.85,14000.675568
2021-08-11,45600.79,46779.5,45363.6,45532.47,13776.136576
2021-08-12,45532.47,46228.23,43788.36,44419.43,14617.608309
2021-08-13,44419.43,47888.04,44240.0,47820.33,12030.759883
2021-08-14,47820.33,48200.0,46036.39,47101.08,11865.62905
2021-08-15,47101.08,47408.36,45530.0,47008.84,12408.146584
2021-08-16,47010.71,48077.8,45670.09,45913.14,12924.620176
2021-08-17,45913.14,47168.1,44405.07,44689.46,14016.383335
2021-08-18,44689.46,46020.0,44211.85,44711.19,12356.243333
2021-08-19,44711.19,47048.46,43934.0,46754.71,14246.1551
2021-08-20,46754.72,49400.0,46639.71,49342.38,13919.025533
2021-08-21,49342.38,49800.0,48268.6,48859.02,10436.977083
2021-08-22,48859.01,49520.52,48100.0,49282.12,8070.554015
2021-08-23,49282.11,50542.3,49045.0,49500.43,11437.097006
2021-08-24,49500.43,49880.03,47601.0,47685.9,11705.576907
2021-08-25,47685.49,49265.54,47125.64,48981.92,10787.593274
2021-08-26,48981.91,49351.67,46299.87,46850.23,14021.3529
2021-08-27,46855.73,49157.89,46364.0,49071.58,12064.851132
2021-08-28,49082.73,49303.94,48381.46,48920.4,6522.302352
2021-08-29,48921.64,49656.34,47810.0,48806.77,9061.601115
2021-08-30,48806.77,48914.15,46865.46,46997.23,11457.89781
2021-08-31,46997.22,48269.25,46705.41,47114.52,13135.07783
2021-09-01,47114.51,49124.64,46538.2,48834.11,13136.0917
2021-09-02,48834.11,50386.28,48619.39,49271.91,13553.207587
2021-09-03,49271.91,51051.61,48351.12,50017.04,16495.398811
2021-09-04,50017.05,50552.81,49399.8,49942.28,8225.84177
2021-09-05,49942.88,51907.87,49490.0,51792.81,9766.593094
2021-09-06,51792.81,52799.0,51026.88,52695.57,11035.036686
2021-09-07,52695.57,52937.84,43001.0,46878.12,28682.716114
2021-09-08,46878.13,47355.0,44420.28,46062.42,20482.22856
2021-09-09,46062.01,47393.87,45518.09,46393.93,13260.83115
2021-09-10,46393.93,47036.62,44150.0,44857.81,13180.90372
2021-09-11,44853.33,45983.0,44730.22,45172.22,8617.19555
2021-09-12,45172.23,46460.9,44746.67,46020.0,8583.56192
2021-09-13,46020.0,46871.08,43400.0,44949.2,17164.92852
2021-09-14,44949.2,47266.56,44666.0,47119.85,10459.9845
2021-09-15,47119.85,48468.0,46700.0,48142.8,10336.69391
2021-09-16,48142.79,48505.0,47034.53,47750.76,11666.15519
2021-09-17,47750.75,48159.47,46751.0,47300.0,8914.53051
2021-09-18,47301.0,48831.51,47012.77,48301.46,8619.57809
2021-09-19,48301.46,48379.9,46845.82,47251.77,7978.08045
2021-09-20,47251.77,47346.77,42500.0,43010.83,24316.501458
2021-09-21,43008.65,43632.9,39570.0,40724.57,24096.578857
2021-09-22,40731.73,44020.38,40570.28,43559.0,16578.315376
2021-09-23,43559.01,45000.0,43091.39,44884.62,13438.72058
2021-09-24,44884.62,45164.05,40700.0,42840.18,22226.43538
2021-09-25,42840.19,42985.0,41671.12,42695.78,10393.48248
2021-09-26,42692.91,43956.52,40780.01,43181.73,15227.10806
2021-09-27,43181.73,44365.0,42112.34,42167.08,11228.22353
2021-09-28,42167.09,42778.06,40891.83,41024.26,12491.35908
2021-09-29,41024.27,42600.1,40748.03,41523.02,10493.83731
2021-09-30,41523.01,44111.83,41408.9,43818.22,13226.5603
2021-10-01,43823.18,48480.91,43300.0,48163.64,18601.52499
2021-10-02,48163.63,48349.94,47441.54,47659.18,8254.80491
2021-10-03,47659.22,49252.36,47126.0,48228.72,8198.05101
2021-10-04,48228.72,49500.0,46929.29,49238.09,13166.79745
2021-10-05,49228.15,51900.0,49050.88,51493.6,13295.21936
2021-10-06,51498.5,55790.21,50411.31,55334.18,17619.664424
2021-10-07,55334.19,55348.01,53340.0,53792.44,12334.28712
2021-10-08,53797.16,56123.0,53627.01,53954.99,11480.949525
2021-10-09,53955.0,55496.95,53673.47,54969.0,7951.63635
2021-10-10,54969.0,56580.0,54101.71,54689.0,11623.565749
2021-10-11,54688.96,57900.42,54442.85,57480.27,13249.245681
2021-10-12,57487.79,57680.0,53912.93,56004.33,15397.40734
2021-10-13,56004.33,57780.0,54261.59,57367.64,13754.95794
2021-10-14,57367.65,58535.23,56824.32,57350.09,10694.503271
2021-10-15,57350.08,62888.88,56879.78,61669.34,20243.583003
2021-10-16,61668.94,62352.54,60158.01,60878.95,9624.27049
2021-10-17,60878.96,61710.0,58950.0,61510.94,10279.31116
2021-10-18,61525.57,62678.14,59850.0,62011.55,14576.96947
2021-10-19,62004.63,64490.0,61357.2,64282.61,14120.611002
2021-10-20,64291.0,66998.0,63502.0,66018.41,12114.069776
2021-10-21,66018.41,66649.69,62001.0,62199.17,18273.92278
2021-10-22,62199.17,63746.61,59931.37,60677.78,14284.99518
2021-10-23,60677.79,61737.78,59619.37,61279.94,7845.1731
2021-10-24,61279.94,61480.0,59523.0,60858.0,9103.99297
2021-10-25,60858.0,63699.99,60657.77,63072.07,10175.24136
2021-10-26,63072.08,63285.0,59850.0,60321.97,10749.40364
2021-10-27,60325.19,61497.28,58010.0,58438.63,15569.46547
2021-10-28,58448.72,62570.03,57800.0,60593.95,15618.52465
2021-10-29,60596.54,62964.12,60181.47,62249.85,12460.94735
2021-10-30,62249.85,62350.0,60731.77,61885.35,10511.51493
2021-10-31,61885.35,62425.0,59971.0,61340.58,9814.39863
2021-11-01,61343.13,62480.0,59500.0,60939.91,12232.46723
2021-11-02,60939.91,64300.0,60661.27,63257.7,10751.96477
2021-11-03,63257.7,63565.29,60400.0,62928.12,10899.63806
2021-11-04,62928.13,63125.0,60740.0,61443.35,10474.64639
2021-11-05,61443.34,62631.08,60800.0,61001.36,9475.41802
2021-11-06,61000.76,61605.14,60111.0,61518.88,7010.73483
2021-11-07,61518.88,63333.0,61371.32,63327.14,7182.60363
2021-11-08,63321.69,67837.21,63321.69,67570.19,13996.479193
2021-11-09,67571.12,68590.7,66256.0,66958.39,12058.000864
2021-11-10,66958.39,69020.0,62957.17,64911.66,15542.398128
2021-11-11,64911.65,65611.53,64132.23,64816.53,9914.99834
2021-11-12,64816.53,65466.66,62300.0,64139.28,11263.11499
2021-11-13,64140.76,64988.32,63380.84,64389.0,5781.19382
2021-11-14,64389.0,65530.56,63592.14,65527.47,7123.48023
2021-11-15,65528.12,66346.0,63398.31,63615.74,8876.33095
2021-11-16,63615.75,63618.92,58610.0,60088.0,19829.43647
2021-11-17,60092.23,60886.91,58370.13,60371.86,11836.55864
2021-11-18,60368.85,60972.22,56520.0,56917.36,15359.10647
2021-11-19,56926.63,58373.09,55624.03,58099.99,11081.25742
2021-11-20,58100.0,59880.1,57405.0,59743.28,7840.3858
2021-11-21,59743.29,60074.03,58530.17,58677.1,7595.59042
2021-11-22,58677.31,59490.0,55590.0,56292.09,13682.60854
2021-11-23,56292.08,57857.14,55338.72,57557.9,11918.22396
2021-11-24,57557.9,57747.8,55896.57,57155.08,9717.99725
2021-11-25,57157.7,59427.59,57010.0,58999.99,10348.68584
2021-11-26,58999.99,59191.99,53511.0,53759.97,17773.69862
2021-11-27,53756.29,55304.81,53644.88,54762.33,7758.23976
2021-11-28,54762.32,57471.01,53310.0,57317.97,9229.5602
2021-11-29,57317.12,58900.61,56728.28,57826.71,8748.92499
2021-11-30,57826.72,59219.27,55929.0,56981.05,13182.52246
2021-12-01,56981.05,59100.0,56494.25,57212.27,11500.24907
2021-12-02,57212.27,57406.66,55830.0,56523.54,9635.32024
2021-12-03,56523.37,57650.0,51681.0,53648.0,13111.65984
2021-12-04,53646.14,53888.94,42620.24,49201.95,26434.37925
2021-12-05,49203.65,49763.02,47811.0,49446.72,12469.88547
2021-12-06,49450.95,50945.26,47110.26,50500.01,15957.76523
2021-12-07,50500.0,51984.79,50030.58,50634.01,11474.40001
2021-12-08,50631.61,51242.37,48644.59,50512.87,10488.04149
2021-12-09,50513.55,50840.0,47334.87,47569.26,11581.89907
2021-12-10,47566.83,50128.03,46860.0,47166.63,12699.982
2021-12-11,47166.62,49500.0,46770.0,49422.38,8701.83423
2021-12-12,49422.39,50800.0,48648.81,50080.09,7907.59353
2021-12-13,50080.19,50211.41,45675.93,46723.7,14240.85804
2021-12-14,46721.36,48679.93,46310.91,48365.91,11276.93401
2021-12-15,48364.06,49500.0,46560.0,48883.91,13938.48076
2021-12-16,48882.77,49450.0,47526.36,47639.42,9045.64979
2021-12-17,47639.75,48007.03,45444.44,46153.7,12795.51061
2021-12-18,46148.67,47420.6,45515.0,46847.87,7774.9906
2021-12-19,46844.86,48300.0,46446.59,46699.1,8115.31037
2021-12-20,46699.1,47530.0,45576.19,46916.22,10529.88683
2021-12-21,46916.22,49332.98,46655.6,48905.71,10906.09667
2021-12-22,48906.7,49600.0,48453.22,48610.35,7859.48983
2021-12-23,48611.49,51384.72,48025.92,50847.09,10627.49589
2021-12-24,50847.1,51849.32,50431.29,50846.08,8112.96898
2021-12-25,50846.72,51171.94,50167.69,50427.56,5193.4307
2021-12-26,50429.21,51300.0,49446.2,50801.06,7141.32871
2021-12-27,50801.07,52134.38,50469.66,50727.55,8898.6732
2021-12-28,50727.54,50727.54,47318.91,47556.84,13876.71864
2021-12-29,47556.84,48138.44,46081.63,46471.72,11324.73006
2021-12-30,46471.73,47907.26,45923.13,47125.87,9568.70039
2021-12-31,47125.89,48566.66,45680.0,46208.25,11585.53472
2022-01-01,46215.75,47939.99,46212.42,47729.83,5718.58633
2022-01-02,47729.83,47998.49,46671.57,47293.15,6493.43477
2022-01-03,47293.16,47580.0,45700.0,46450.22,8870.25248
2022-01-04,46450.22,47540.0,45545.17,45824.27,10080.39299
2022-01-05,45824.27,47061.05,42500.0,43448.5,16822.05714
2022-01-06,43444.77,43792.21,42420.0,43086.35,12143.3641
2022-01-07,43086.35,43142.11,40635.14,41556.89,18009.1921
2022-01-08,41556.9,42306.69,40524.0,41678.35,10584.77879
2022-01-09,41680.13,42778.07,41200.81,41860.61,8109.48014
2022-01-10,41867.75,42282.88,39651.31,41819.01,16579.39971
2022-01-11,41819.0,43106.15,41255.78,42740.0,12561.68865
2022-01-12,42740.0,44324.66,42453.0,43919.88,10785.33895
2022-01-13,43919.87,44443.07,42330.0,42570.33,10239.58548
2022-01-14,42567.8,43470.0,41751.0,43074.83,10079.35892
2022-01-15,43078.58,43826.31,42580.0,43104.8,6015.35835
